Session_ID,Player_ID,Player_Name,Session_Date,Days_Before_Match,Next_Match_Date,Next_Match_ID,Age,Height_cm,Weight_kg,Position,Exercise_Type,Duration_min,Heart_Rate,Respiratory_Rate,Body_Temperature,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Steps,Strength_Score,Agility_sec,Endurance_Score,Jump_Height_cm,Shooting_Accuracy_%,Dribbling_Speed_sec,Passing_Accuracy_%,Defense_Rating,Focus_Level,Weekly_Training_Hours,Load_Intensity_Score,Fatigue_Level,Injury_Risk,Injury_Risk_Level,Recovery_Time_hours,Performance_Score,Team,Team_Code,Season
FFS_20200203_1681114057_21900767,1681114057,Abdoulaye Ba,2020-02-03,3,2020-02-06,21900767,29,205.7,106.1,Forward,Scrimmage,136,150,17,37.6,0.5,0.57,0.52,0.8,0.3,0.49,8823,91.5,4.5,83.3,64.4,84.3,4.33,88.5,6.8,6.9,27,7.9,Medium,0,Low,40.8,82.9,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1699353056_21900767,1699353056,Alexandre Fontaine,2020-02-03,3,2020-02-06,21900767,27,208.3,111.1,Forward-Center,Scrimmage,136,150,22,37.4,0.79,0.47,0.59,0.7,0.32,0.3,7276,89.8,4.86,77.7,55.9,56.3,4.97,88.5,7.5,7.3,28,7.9,High,0,Low,31.0,75.8,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1679015727_21900754,1679015727,Bryan Fournier,2020-02-03,1,2020-02-04,21900754,31,188.0,93.0,Guard,Free Throws,60,160,15,36.7,0.39,0.71,0.32,0.63,0.48,0.66,3452,77.6,4.97,77.0,57.3,50.9,4.99,88.1,8.1,9.0,21,5.6,Low,1,Low,23.9,73.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1679015727_21900767,1679015727,Bryan Fournier,2020-02-03,3,2020-02-06,21900767,31,188.0,93.0,Guard,Scrimmage,136,131,20,37.8,0.77,0.73,0.73,0.43,0.6,0.57,8471,75.1,4.17,88.9,67.2,68.5,3.89,76.5,7.1,9.1,25,7.9,High,0,High,34.5,75.5,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1660724909_21900754,1660724909,Ibrahim Traoré,2020-02-03,1,2020-02-04,21900754,27,208.3,102.1,Forward-Center,Free Throws,60,166,14,37.8,0.79,0.26,0.6,0.69,0.62,0.44,3056,83.6,5.31,76.5,73.6,50.0,05.03,73.6,8.5,6.8,29,5.6,Low,1,Low,30.1,72.6,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1660724909_21900767,1660724909,Ibrahim Traoré,2020-02-03,3,2020-02-06,21900767,27,208.3,102.1,Forward-Center,Scrimmage,136,123,22,37.6,0.32,0.35,0.89,0.5,0.69,0.44,8772,73.0,4.82,77.8,60.7,53.4,4.95,73.4,8.4,9.0,30,7.9,Medium,0,Low,28.1,71.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1668139015_21900767,1668139015,Jean-Baptiste Moreau,2020-02-03,3,2020-02-06,21900767,39,210.8,113.4,Center-Forward,Scrimmage,136,170,15,36.9,0.76,0.56,0.37,0.42,0.48,0.6,9889,88.5,5.34,78.2,71.9,50.0,5.59,76.4,7.4,8.0,20,7.9,High,0,Low,29.6,72.0,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1683761184_21900754,1683761184,Johann Müller,2020-02-03,1,2020-02-04,21900754,29,213.4,114.8,Center,Free Throws,60,124,14,37.9,0.27,0.57,0.38,0.7,0.47,0.66,4088,79.0,4.77,93.4,57.5,50.0,4.9,74.4,7.9,7.1,30,5.6,Low,0,Medium,22.6,74.0,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1687691235_21900754,1687691235,Lucas Dubois,2020-02-03,1,2020-02-04,21900754,25,198.1,99.8,Forward-Guard,Free Throws,60,150,18,38.3,0.85,0.6,0.58,0.61,0.71,0.33,2263,93.5,5.38,83.2,61.2,50.0,5.58,77.8,7.1,9.2,20,5.6,Low,0,Low,23.5,73.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1679581927_21900767,1679581927,Mamadou Diallo,2020-02-03,3,2020-02-06,21900767,25,193.0,92.5,Guard-Forward,Scrimmage,136,152,22,37.3,0.44,0.9,0.84,0.41,0.35,0.49,10086,91.0,06.03,93.7,81.4,50.0,6.23,81.5,6.0,8.7,30,7.9,Low,1,Low,44.0,73.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1654357913_21900754,1654357913,Matteo Rossi,2020-02-03,1,2020-02-04,21900754,38,195.6,99.8,Guard,Free Throws,60,137,16,37.9,0.86,0.57,0.44,0.76,0.32,0.45,4669,80.5,3.49,78.3,66.3,51.2,3.58,90.4,8.1,8.9,22,5.6,Low,0,Low,28.6,74.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1657985451_21900754,1657985451,Pierre Martin,2020-02-03,1,2020-02-04,21900754,36,188.0,81.6,Guard,Free Throws,60,167,15,37.0,0.89,0.83,0.28,0.4,0.66,0.31,3015,85.4,04.04,83.7,61.5,50.0,3.9,81.0,8.2,6.9,28,5.6,Medium,0,Low,44.9,75.0,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1657985451_21900767,1657985451,Pierre Martin,2020-02-03,3,2020-02-06,21900767,36,188.0,81.6,Guard,Scrimmage,136,159,20,36.9,0.72,0.81,0.79,0.69,0.55,0.73,5672,90.0,3.58,85.0,55.8,51.2,3.79,78.0,8.7,8.5,20,7.9,High,0,Low,56.2,76.9,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1697425574_21900754,1697425574,Souleymane Diarra,2020-02-03,1,2020-02-04,21900754,38,203.2,113.4,Forward-Guard,Free Throws,60,168,23,36.9,0.39,0.34,0.57,0.69,0.61,0.35,4632,91.6,05.02,93.7,81.9,50.0,4.68,73.1,8.3,7.2,22,5.6,Low,0,Low,57.2,77.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1697425574_21900767,1697425574,Souleymane Diarra,2020-02-03,3,2020-02-06,21900767,38,203.2,113.4,Forward-Guard,Scrimmage,136,147,14,36.9,0.79,0.6,0.72,0.38,0.69,0.63,8045,83.0,5.93,91.5,62.7,50.0,5.72,77.8,7.3,8.5,19,7.9,Medium,0,Low,21.1,73.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1685968729_21900754,1685968729,Thomas Leblanc,2020-02-03,1,2020-02-04,21900754,30,193.0,86.2,Guard,Free Throws,60,145,20,36.5,0.86,0.77,0.87,0.67,0.73,0.75,3709,81.2,4.69,79.2,71.5,57.1,05.08,76.0,7.3,6.8,20,5.6,Low,0,Low,28.6,72.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1685968729_21900767,1685968729,Thomas Leblanc,2020-02-03,3,2020-02-06,21900767,30,193.0,86.2,Guard,Scrimmage,136,133,23,37.7,0.69,0.9,0.49,0.55,0.39,0.4,8113,82.7,4.94,91.9,56.9,70.0,4.8,96.3,8.8,8.4,23,7.9,High,0,Low,32.8,84.5,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1684823847_21900754,1684823847,Yanis Belkacem,2020-02-03,1,2020-02-04,21900754,28,193.0,81.6,Guard,Free Throws,60,143,15,38.3,0.69,0.5,0.35,0.49,0.73,0.48,4776,82.9,4.4,77.8,58.8,50.0,4.16,90.8,8.6,8.4,21,5.6,Medium,0,Low,54.1,75.4,Foufous de Sochaux,FFS,2020-2021
FFS_20200203_1684823847_21900767,1684823847,Yanis Belkacem,2020-02-03,3,2020-02-06,21900767,28,193.0,81.6,Guard,Scrimmage,136,149,16,37.0,0.34,0.65,0.24,0.47,0.46,0.74,4935,84.0,3.87,80.7,55.8,50.0,3.87,87.7,7.0,8.9,26,7.9,Medium,0,Low,24.6,72.5,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1681114057_21900767,1681114057,Abdoulaye Ba,2020-02-04,2,2020-02-06,21900767,29,205.7,106.1,Forward,Defense Drill,92,153,16,37.4,0.86,0.36,0.58,0.33,0.41,0.55,3789,84.0,4.53,78.4,68.1,82.0,4.69,86.9,9.4,9.9,24,7.9,Low,0,Medium,24.8,84.9,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1699353056_21900767,1699353056,Alexandre Fontaine,2020-02-04,2,2020-02-06,21900767,27,208.3,111.1,Forward-Center,Defense Drill,92,135,22,36.8,0.31,0.88,0.48,0.35,0.51,0.42,6703,88.8,4.32,94.6,64.1,50.0,3.97,77.0,9.0,7.2,25,7.9,Medium,0,High,43.6,78.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1679015727_21900767,1679015727,Bryan Fournier,2020-02-04,2,2020-02-06,21900767,31,188.0,93.0,Guard,Defense Drill,92,139,23,37.8,0.2,0.22,0.86,0.37,0.72,0.36,4722,77.8,3.73,76.3,65.1,70.2,3.46,80.5,6.3,7.2,27,7.9,Low,0,Low,55.3,72.9,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1683761184_21900767,1683761184,Johann Müller,2020-02-04,2,2020-02-06,21900767,29,213.4,114.8,Center,Defense Drill,92,156,21,37.0,0.42,0.83,0.28,0.61,0.79,0.8,3833,83.7,5.19,92.4,62.3,50.0,5.1,77.5,6.5,6.8,29,7.9,Low,0,Medium,50.3,72.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1652570497_21900767,1652570497,Malik Ouattara,2020-02-04,2,2020-02-06,21900767,35,198.1,99.8,Guard-Forward,Defense Drill,92,173,23,38.3,0.24,0.74,0.24,0.39,0.44,0.69,4458,93.9,4.67,89.0,57.6,58.2,4.56,71.1,7.2,7.9,24,7.9,Medium,0,Low,20.7,76.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1654357913_21900767,1654357913,Matteo Rossi,2020-02-04,2,2020-02-06,21900767,38,195.6,99.8,Guard,Defense Drill,92,153,22,36.6,0.77,0.25,0.5,0.58,0.32,0.75,3136,74.1,04.08,86.7,71.9,50.0,04.01,76.4,7.5,9.9,28,7.9,Medium,0,High,22.9,71.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1657985451_21900767,1657985451,Pierre Martin,2020-02-04,2,2020-02-06,21900767,36,188.0,81.6,Guard,Defense Drill,92,129,20,36.7,0.79,0.6,0.6,0.39,0.76,0.72,3625,78.5,3.63,76.8,59.8,54.5,3.92,88.1,6.6,7.8,22,7.9,Low,0,Low,33.0,71.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1697425574_21900767,1697425574,Souleymane Diarra,2020-02-04,2,2020-02-06,21900767,38,203.2,113.4,Forward-Guard,Defense Drill,92,121,21,37.2,0.48,0.35,0.76,0.47,0.53,0.51,7160,81.7,5.87,86.5,64.3,50.0,5.83,71.9,7.3,7.0,30,7.9,Medium,0,Low,49.9,71.5,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1685968729_21900767,1685968729,Thomas Leblanc,2020-02-04,2,2020-02-06,21900767,30,193.0,86.2,Guard,Defense Drill,92,170,20,38.1,0.8,0.34,0.86,0.3,0.74,0.56,4055,80.5,4.5,93.8,79.3,67.9,4.65,89.8,7.4,7.4,26,7.9,Medium,0,Low,20.9,80.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200204_1684823847_21900767,1684823847,Yanis Belkacem,2020-02-04,2,2020-02-06,21900767,28,193.0,81.6,Guard,Defense Drill,92,163,15,37.6,0.22,0.21,0.79,0.66,0.58,0.34,4301,81.0,4.95,92.7,57.3,50.0,4.87,75.4,6.9,9.7,23,7.9,Low,0,Low,48.8,72.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1681114057_21900767,1681114057,Abdoulaye Ba,2020-02-05,1,2020-02-06,21900767,29,205.7,106.1,Forward,Skills Practice,72,119,23,37.8,0.53,0.71,0.59,0.42,0.56,0.62,5115,88.8,4.79,88.0,80.6,81.6,4.64,75.2,9.2,6.6,27,5.3,Low,1,Low,47.8,85.4,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1679015727_21900767,1679015727,Bryan Fournier,2020-02-05,1,2020-02-06,21900767,31,188.0,93.0,Guard,Skills Practice,72,153,22,37.2,0.21,0.81,0.51,0.54,0.55,0.59,4629,74.4,3.72,78.4,74.0,69.0,04.08,80.9,8.9,9.3,20,5.3,Medium,0,Low,49.3,77.8,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1660724909_21900767,1660724909,Ibrahim Traoré,2020-02-05,1,2020-02-06,21900767,27,208.3,102.1,Forward-Center,Skills Practice,72,173,19,37.0,0.47,0.83,0.62,0.42,0.71,0.73,4530,77.3,4.61,76.8,81.0,52.4,4.34,81.7,8.7,7.8,19,5.3,Low,0,Low,26.4,73.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1683761184_21900767,1683761184,Johann Müller,2020-02-05,1,2020-02-06,21900767,29,213.4,114.8,Center,Skills Practice,72,168,15,37.4,0.38,0.44,0.5,0.7,0.42,0.51,3716,90.7,5.1,89.5,79.7,50.0,05.01,82.7,7.7,8.4,27,5.3,Low,0,Low,32.5,76.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1652570497_21900767,1652570497,Malik Ouattara,2020-02-05,1,2020-02-06,21900767,35,198.1,99.8,Guard-Forward,Skills Practice,72,139,17,37.1,0.88,0.51,0.62,0.46,0.51,0.41,3084,81.9,5.11,94.1,63.9,54.7,05.05,81.5,8.2,8.0,24,5.3,Low,0,Low,50.2,77.5,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1679581927_21900767,1679581927,Mamadou Diallo,2020-02-05,1,2020-02-06,21900767,25,193.0,92.5,Guard-Forward,Skills Practice,72,154,19,37.8,0.45,0.72,0.75,0.75,0.7,0.48,3917,90.5,4.79,89.1,63.2,50.0,4.94,69.7,9.2,9.7,27,5.3,Medium,0,Low,51.5,77.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1657985451_21900767,1657985451,Pierre Martin,2020-02-05,1,2020-02-06,21900767,36,188.0,81.6,Guard,Skills Practice,72,155,14,37.5,0.52,0.78,0.4,0.74,0.71,0.7,5504,81.2,3.79,81.8,61.5,56.4,3.71,75.9,6.7,10.0,27,5.3,Low,1,Low,36.8,71.4,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1697425574_21900767,1697425574,Souleymane Diarra,2020-02-05,1,2020-02-06,21900767,38,203.2,113.4,Forward-Guard,Skills Practice,72,174,21,38.2,0.27,0.32,0.44,0.64,0.67,0.51,2441,87.5,5.47,82.7,55.9,50.0,5.47,62.2,6.1,6.9,22,5.3,Low,0,Low,34.3,68.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1685968729_21900767,1685968729,Thomas Leblanc,2020-02-05,1,2020-02-06,21900767,30,193.0,86.2,Guard,Skills Practice,72,130,18,38.0,0.37,0.61,0.7,0.38,0.34,0.47,2644,85.6,3.98,87.6,57.8,59.5,3.92,78.8,8.5,7.2,23,5.3,Low,0,Low,43.4,78.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200205_1684823847_21900767,1684823847,Yanis Belkacem,2020-02-05,1,2020-02-06,21900767,28,193.0,81.6,Guard,Skills Practice,72,155,21,38.0,0.59,0.35,0.48,0.73,0.4,0.69,5541,81.2,3.68,93.7,65.8,50.0,3.53,91.4,7.3,7.6,23,5.3,Low,0,Low,47.5,75.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1681114057_21900785,1681114057,Abdoulaye Ba,2020-02-06,2,2020-02-08,21900785,29,205.7,106.1,Forward,Scrimmage,87,137,22,37.8,0.58,0.61,0.26,0.42,0.73,0.34,5110,91.8,4.76,79.6,66.8,54.3,4.65,84.9,8.0,6.9,20,7.6,Low,1,Low,26.5,76.5,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1695759817_21900785,1695759817,Amadou Koné,2020-02-06,2,2020-02-08,21900785,28,190.5,93.0,Guard,Scrimmage,87,158,17,38.1,0.81,0.85,0.31,0.61,0.38,0.3,4306,87.3,4.23,92.6,71.2,50.0,4.35,91.1,7.0,8.0,19,7.6,High,0,Low,49.5,76.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1679015727_21900785,1679015727,Bryan Fournier,2020-02-06,2,2020-02-08,21900785,31,188.0,93.0,Guard,Scrimmage,87,137,17,37.8,0.8,0.84,0.75,0.4,0.47,0.71,6138,76.0,4.19,80.6,70.3,50.0,4.42,94.0,8.3,8.0,18,7.6,Medium,0,Low,27.7,74.6,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1668139015_21900785,1668139015,Jean-Baptiste Moreau,2020-02-06,2,2020-02-08,21900785,39,210.8,113.4,Center-Forward,Scrimmage,87,142,17,36.9,0.69,0.52,0.83,0.43,0.47,0.6,3762,91.8,5.43,78.6,70.1,53.9,5.43,69.0,6.0,6.7,26,7.6,Medium,0,Medium,33.8,70.0,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1652570497_21900785,1652570497,Malik Ouattara,2020-02-06,2,2020-02-08,21900785,35,198.1,99.8,Guard-Forward,Scrimmage,87,166,20,37.6,0.82,0.65,0.34,0.74,0.69,0.7,5843,93.4,5.82,85.7,74.8,59.2,5.7,80.8,7.1,7.2,31,7.6,Medium,0,Low,47.3,76.9,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1654357913_21900785,1654357913,Matteo Rossi,2020-02-06,2,2020-02-08,21900785,38,195.6,99.8,Guard,Scrimmage,87,127,19,37.7,0.34,0.84,0.63,0.58,0.74,0.37,5858,72.0,4.51,79.2,67.7,58.3,4.47,81.4,8.0,9.5,26,7.6,Medium,0,Low,52.7,73.0,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1657985451_21900785,1657985451,Pierre Martin,2020-02-06,2,2020-02-08,21900785,36,188.0,81.6,Guard,Scrimmage,87,123,19,37.5,0.62,0.8,0.38,0.51,0.36,0.36,3829,79.8,4.57,92.3,56.4,50.0,4.68,92.3,8.7,7.2,19,7.6,Low,0,Low,50.2,78.2,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1697425574_21900785,1697425574,Souleymane Diarra,2020-02-06,2,2020-02-08,21900785,38,203.2,113.4,Forward-Guard,Scrimmage,87,137,20,37.1,0.6,0.41,0.42,0.5,0.39,0.47,5186,97.4,4.8,81.5,65.2,70.3,4.86,74.8,8.6,9.8,21,7.6,Medium,1,Low,30.5,81.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1685968729_21900785,1685968729,Thomas Leblanc,2020-02-06,2,2020-02-08,21900785,30,193.0,86.2,Guard,Scrimmage,87,146,23,37.2,0.33,0.69,0.35,0.55,0.58,0.73,4306,66.5,04.03,86.6,55.9,50.0,4.25,93.8,7.1,9.4,23,7.6,Medium,0,Low,26.1,71.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200206_1684823847_21900785,1684823847,Yanis Belkacem,2020-02-06,2,2020-02-08,21900785,28,193.0,81.6,Guard,Scrimmage,87,139,14,36.7,0.32,0.75,0.29,0.31,0.52,0.52,5549,81.5,4.58,75.4,58.2,66.3,4.52,90.6,8.8,9.6,19,7.6,Low,0,Low,47.8,79.2,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1695759817_21900785,1695759817,Amadou Koné,2020-02-07,1,2020-02-08,21900785,28,190.5,93.0,Guard,Skills Practice,77,127,16,37.7,0.38,0.88,0.24,0.69,0.32,0.53,3977,72.1,4.54,85.7,59.3,50.0,4.66,91.8,7.9,8.0,19,5.2,Medium,1,Low,45.2,73.6,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1679015727_21900785,1679015727,Bryan Fournier,2020-02-07,1,2020-02-08,21900785,31,188.0,93.0,Guard,Skills Practice,77,150,15,38.1,0.73,0.73,0.28,0.51,0.68,0.65,5198,80.8,4.48,80.7,78.0,50.0,4.37,95.5,6.5,9.7,25,5.2,Low,0,Low,26.9,72.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1668139015_21900785,1668139015,Jean-Baptiste Moreau,2020-02-07,1,2020-02-08,21900785,39,210.8,113.4,Center-Forward,Skills Practice,77,116,15,37.0,0.71,0.48,0.21,0.54,0.78,0.54,2720,86.2,5.57,93.1,71.7,50.0,5.59,71.7,7.0,9.8,19,5.2,Low,0,Low,38.0,73.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1652570497_21900785,1652570497,Malik Ouattara,2020-02-07,1,2020-02-08,21900785,35,198.1,99.8,Guard-Forward,Skills Practice,77,119,20,37.3,0.53,0.74,0.31,0.46,0.7,0.3,4288,83.5,5.82,75.1,65.3,64.0,5.56,63.0,9.1,8.1,25,5.2,Low,0,Low,43.4,75.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1679581927_21900785,1679581927,Mamadou Diallo,2020-02-07,1,2020-02-08,21900785,25,193.0,92.5,Guard-Forward,Skills Practice,77,160,17,36.6,0.43,0.8,0.84,0.45,0.48,0.5,4540,92.0,5.72,83.3,63.0,50.0,06.01,70.5,6.4,9.5,28,5.2,Low,0,Medium,52.5,70.9,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1657985451_21900785,1657985451,Pierre Martin,2020-02-07,1,2020-02-08,21900785,36,188.0,81.6,Guard,Skills Practice,77,148,21,37.9,0.84,0.67,0.56,0.35,0.48,0.68,4377,79.5,4.55,93.4,55.1,50.0,4.49,82.9,6.5,8.8,25,5.2,Medium,1,Low,55.8,72.5,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1697425574_21900785,1697425574,Souleymane Diarra,2020-02-07,1,2020-02-08,21900785,38,203.2,113.4,Forward-Guard,Skills Practice,77,120,23,36.9,0.61,0.78,0.55,0.38,0.74,0.55,2337,84.3,4.52,89.9,62.6,70.5,4.4,76.0,8.6,7.6,30,5.2,Low,1,Low,41.3,81.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1685968729_21900785,1685968729,Thomas Leblanc,2020-02-07,1,2020-02-08,21900785,30,193.0,86.2,Guard,Skills Practice,77,153,22,38.2,0.38,0.68,0.42,0.35,0.43,0.71,5508,74.0,04.06,94.3,60.3,50.0,4.27,97.9,8.6,7.2,27,5.2,Low,0,Medium,39.7,78.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200207_1684823847_21900785,1684823847,Yanis Belkacem,2020-02-07,1,2020-02-08,21900785,28,193.0,81.6,Guard,Skills Practice,77,161,19,38.1,0.25,0.75,0.72,0.54,0.7,0.41,2855,79.3,4.24,90.2,72.6,57.2,4.26,83.1,6.6,8.0,23,5.2,Medium,0,Low,59.2,73.8,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1681114057_21900799,1681114057,Abdoulaye Ba,2020-02-08,2,2020-02-10,21900799,29,205.7,106.1,Forward,Shooting Drill,107,139,21,37.4,0.41,0.59,0.86,0.75,0.48,0.32,7657,80.4,4.25,82.8,71.3,55.1,4.48,76.8,6.6,9.5,29,8.0,High,0,Low,54.1,71.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1668139015_21900799,1668139015,Jean-Baptiste Moreau,2020-02-08,2,2020-02-10,21900799,39,210.8,113.4,Center-Forward,Shooting Drill,107,129,16,38.1,0.74,0.42,0.77,0.59,0.3,0.77,5305,90.4,4.84,80.6,59.4,52.2,5.29,79.4,6.1,9.6,30,8.0,Medium,0,Low,55.8,71.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1683761184_21900799,1683761184,Johann Müller,2020-02-08,2,2020-02-10,21900799,29,213.4,114.8,Center,Shooting Drill,107,136,20,37.0,0.32,0.31,0.41,0.36,0.73,0.51,6354,86.6,5.78,80.3,75.1,77.0,5.6,79.1,7.4,9.7,26,8.0,Medium,0,Medium,49.9,79.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1687691235_21900799,1687691235,Lucas Dubois,2020-02-08,2,2020-02-10,21900799,25,198.1,99.8,Forward-Guard,Shooting Drill,107,138,23,38.2,0.68,0.24,0.75,0.51,0.35,0.69,7615,84.5,5.64,88.1,70.7,50.0,5.72,67.6,6.3,6.8,19,8.0,Medium,0,Low,25.5,69.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1652570497_21900799,1652570497,Malik Ouattara,2020-02-08,2,2020-02-10,21900799,35,198.1,99.8,Guard-Forward,Shooting Drill,107,141,21,37.2,0.51,0.27,0.72,0.52,0.51,0.62,5690,83.2,5.12,82.9,67.3,52.0,4.92,75.2,9.1,9.4,31,8.0,Low,1,Low,58.0,75.7,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1679581927_21900799,1679581927,Mamadou Diallo,2020-02-08,2,2020-02-10,21900799,25,193.0,92.5,Guard-Forward,Shooting Drill,107,159,21,36.9,0.38,0.26,0.83,0.65,0.61,0.46,8177,89.0,6.13,76.3,71.5,50.0,6.24,70.9,7.9,8.4,19,8.0,Medium,0,Medium,37.7,72.1,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1654357913_21900799,1654357913,Matteo Rossi,2020-02-08,2,2020-02-10,21900799,38,195.6,99.8,Guard,Shooting Drill,107,162,21,37.2,0.32,0.4,0.45,0.66,0.47,0.58,6495,74.5,4.72,80.4,66.0,50.0,4.53,77.0,8.8,6.8,25,8.0,Low,0,Medium,55.3,72.6,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1685968729_21900799,1685968729,Thomas Leblanc,2020-02-08,2,2020-02-10,21900799,30,193.0,86.2,Guard,Shooting Drill,107,120,21,38.2,0.3,0.72,0.47,0.7,0.36,0.53,8453,78.1,4.48,89.3,70.9,50.0,4.54,79.5,6.1,7.2,31,8.0,Low,0,Low,58.3,70.2,Foufous de Sochaux,FFS,2020-2021
FFS_20200208_1684823847_21900799,1684823847,Yanis Belkacem,2020-02-08,2,2020-02-10,21900799,28,193.0,81.6,Guard,Shooting Drill,107,155,15,38.0,0.28,0.21,0.5,0.35,0.65,0.66,7862,77.3,04.05,85.5,77.7,60.3,04.07,91.7,6.4,8.1,20,8.0,Medium,0,Low,44.0,74.3,Foufous de Sochaux,FFS,2020-2021
FFS_20200209_1681114057_21900799,1681114057,Abdoulaye Ba,2020-02-09,1,2020-02-10,21900799,29,205.7,106.1,Forward,Free Throws,81,167,20,36.8,0.79,0.45,0.61,0.35,0.33,0.37,2989,90.0,5.17,78.2,56.3,55.2,5.0,80.2,8.7,8.9,26,7.0,Low,0,Low,38.3,76.9,Foufous de Sochaux,FFS,2020-2021
FFS_20200209_1681114057_21900805,1681114057,Abdoulaye Ba,2020-02-09,2,2020-02-11,21900805,29,205.7,106.1,Forward,Shooting Drill,101,146,23,38.0,0.8,0.57,0.75,0.8,0.31,0.55,5435,81.8,4.3,85.3,65.5,52.8,4.15,78.8,9.0,8.2,29,7.7,Medium,0,Low,46.1,76.5,Foufous de Sochaux,FFS,2020-2021
FFS_20200209_1695759817_21900805,1695759817,Amadou Koné,2020-02-09,2,2020-02-11,21900805,28,190.5,93.0,Guard,Shooting Drill,101,153,21,37.4,0.37,0.22,0.57,0.57,0.49,0.37,6841,80.6,04.07,92.0,81.8,54.3,4.34,83.6,7.8,8.0,29,7.7,Medium,0,Low,42.1,76.2,Foufous de Sochaux,FFS,2020-2021
FFS_20200209_1679015727_21900805,1679015727,Bryan Fournier,2020-02-09,2,2020-02-11,21900805,31,188.0,93.0,Guard,Shooting Drill,101,146,17,37.0,0.48,0.67,0.57,0.55,0.67,0.4,5291,90.4,3.76,84.0,77.4,50.0,3.72,86.5,8.4,9.1,23,7.7,Low,0,Low,38.8,77.1,Foufous de Sochaux,FFS,2020-2021
